[SOL] autonomic:autonomic at 17:20:13
[SOL] Light434208325:(SERVICE (NOMBRE light) (TIPO light)) at 13:0:53
[SOL] Light-939328280:Light: 450 at 13:0:58
[SOL] Light-939328280:Light: 450 at 13:1:4
[SOL] Light1236656613:Light1236656613 at 13:1:33
[SOL] Light1236656613:(SERVICE (NOMBRE light) (TIPO light)) at 13:1:35
[SOL] Light1236656613:Fill yourself at 13:2:42
[SOL] Light1236656613:Light: 57 at 13:2:47
[SOL] Light1236656613:Light: 58 at 13:2:53
[SOL] Light1236656613:Light: 56 at 13:3:0
[SOL] Light266273914:Light266273914 at 13:3:3
[SOL] Light266273914:(SERVICE (NOMBRE light) (TIPO light)) at 13:3:5
[SOL] Light1236656613:Light: 56 at 13:3:6
[SOL] Light1236656613:Light: 57 at 13:3:12
[SOL] Light1236656613:Light: 55 at 13:3:19
[SOL] Light1236656613:Light: 56 at 13:3:25
[SOL] Light1236656613:Light: 56 at 13:3:31
[SOL] Light1346279401:Light1346279401 at 13:3:33
[SOL] Light1346279401:(SERVICE (NOMBRE light) (TIPO light)) at 13:3:35
[SOL] Light1236656613:Light: 57 at 13:3:38
[SOL] Light1236656613:Light: 57 at 13:3:44
[SOL] Light1236656613:Light: 57 at 13:3:51
[SOL] Light1236656613:Light: 57 at 13:3:57
[SOL] Light974504694:Light974504694 at 13:4:3
[SOL] Light-1591416369:Light-1591416369 at 13:4:3
[SOL] Light1236656613:Light: 57 at 13:4:3
[SOL] Light974504694:(SERVICE (NOMBRE light) (TIPO light)) at 13:4:5
[SOL] Light-1591416369:(SERVICE (NOMBRE light) (TIPO light)) at 13:4:5
[SOL] Light1236656613:Light: 56 at 13:4:10
[SOL] Light1236656613:Light: 57 at 13:4:16
[SOL] Light1236656613:Light: 57 at 13:4:22
[SOL] Light1236656613:Light: 56 at 13:4:29
[SOL] Light-19286391:Light-19286391 at 13:4:33
[SOL] Light1723038875:Light1723038875 at 13:4:33
[SOL] Light1695321630:Light1695321630 at 13:4:33
[SOL] Light1236656613:Light: 57 at 13:4:35
[SOL] Light-19286391:(SERVICE (NOMBRE light) (TIPO light)) at 13:4:35
[SOL] Light1723038875:(SERVICE (NOMBRE light) (TIPO light)) at 13:4:35
[SOL] Light1695321630:(SERVICE (NOMBRE light) (TIPO light)) at 13:4:36
[SOL] Light1236656613:Light: 56 at 13:4:41
[SOL] Light1236656613:Light: 56 at 13:4:48
[SOL] Light1236656613:Light: 56 at 13:4:54
[SOL] Light1236656613:Light: 56 at 13:5:1
[SOL] Light-1698148345:Light-1698148345 at 13:5:4
[SOL] Light599972159:Light599972159 at 13:5:4
[SOL] Light599972159:(SERVICE (NOMBRE light) (TIPO light)) at 13:5:7
[SOL] Light1236656613:Light: 56 at 13:5:7
[SOL] Light1236656613:Light: 55 at 13:5:13
[SOL] Light1236656613:Light: 56 at 13:5:20
[SOL] Light1236656613:Light: 56 at 13:5:26
[SOL] Light1236656613:Light: 56 at 13:5:32
[SOL] Light-1299117763:Light-1299117763 at 13:5:33
[SOL] Light-1299117763:(SERVICE (NOMBRE light) (TIPO light)) at 13:5:35
[SOL] Light1236656613:Light: 56 at 13:5:39
[SOL] Light1236656613:Light: 55 at 13:5:45
[SOL] Light1236656613:Light: 56 at 13:5:51
[SOL] Light1236656613:Light: 55 at 13:5:58
[SOL] Light1236656613:Light: 56 at 13:6:4
[SOL] Light2026529136:Light2026529136 at 13:6:4
[SOL] Light1257016012:Light1257016012 at 13:6:5
[SOL] Light132425625:Light132425625 at 13:6:5
[SOL] Light2026529136:(SERVICE (NOMBRE light) (TIPO light)) at 13:6:7
[SOL] Light132425625:(SERVICE (NOMBRE light) (TIPO light)) at 13:6:7
[SOL] Light1236656613:Light: 56 at 13:6:10
[SOL] Light1236656613:Light: 55 at 13:6:17
[SOL] Light1236656613:Light: 55 at 13:6:23
[SOL] Light1236656613:Light: 55 at 13:6:30
[SOL] Light-1895201079:Light-1895201079 at 13:6:33
[SOL] Light-1895201079:(SERVICE (NOMBRE light) (TIPO light)) at 13:6:35
[SOL] Light-19286391:Fill yourself at 13:6:49
[SOL] Light2026529136:Fill yourself at 13:6:49
[SOL] Light-19286391:Light: 450 at 13:6:51
[SOL] Light-19286391:Light: 450 at 13:6:57
[SOL] Light-886066010:Light-886066010 at 13:7:56
[SOL] Light-886066010:(SERVICE (NOMBRE light) (TIPO light)) at 13:7:58
[SOL] Light-886066010:Fill yourself at 13:8:3
[SOL] Light-886066010:Light: 55 at 13:8:8
[SOL] Light-886066010:Light: 55 at 13:8:14
[SOL] Light-886066010:Light: 55 at 13:8:21
[SOL] Light940614498:Light940614498 at 13:8:26
[SOL] Light-886066010:Light: 55 at 13:8:27
[SOL] Light940614498:(SERVICE (NOMBRE light) (TIPO light)) at 13:8:28
[SOL] Light-886066010:Light: 56 at 13:8:33
[SOL] Light-886066010:Light: 55 at 13:8:40
[SOL] Light-886066010:Light: 55 at 13:8:46
[SOL] Light-886066010:Light: 54 at 13:8:52
[SOL] Light1234962731:Light1234962731 at 13:8:56
[SOL] Light1234962731:(SERVICE (NOMBRE light) (TIPO light)) at 13:8:58
[SOL] Light-886066010:Light: 54 at 13:8:59
[SOL] Light-886066010:Light: 54 at 13:9:5
[SOL] Light-886066010:Light: 54 at 13:9:11
[SOL] Light-886066010:Light: 54 at 13:9:18
[SOL] Light-886066010:Light: 55 at 13:9:24
[SOL] Light1078395120:Light1078395120 at 13:9:26
[SOL] Light1078395120:(SERVICE (NOMBRE light) (TIPO light)) at 13:9:28
[SOL] Light-886066010:Light: 55 at 13:9:31
[SOL] Light-886066010:Light: 55 at 13:9:37
[SOL] Light-886066010:Light: 55 at 13:9:43
[SOL] Light-886066010:Light: 55 at 13:9:50
[SOL] Light-2120145080:Light-2120145080 at 13:9:56
[SOL] Light1309275108:Light1309275108 at 13:9:56
[SOL] Light1309275108:(SERVICE (NOMBRE light) (TIPO light)) at 13:9:58
[SOL] Light-886066010:Light: 55 at 13:10:2
[SOL] Light-886066010:Light: 55 at 13:10:9
[SOL] Light-886066010:Light: 54 at 13:10:15
[SOL] Light-886066010:Light: 54 at 13:10:21
[SOL] Light-1373701566:Light-1373701566 at 13:10:26
[SOL] Light-1855422513:Light-1855422513 at 13:10:26
[SOL] Light-886066010:Light: 54 at 13:10:28
[SOL] Light-1373701566:(SERVICE (NOMBRE light) (TIPO light)) at 13:10:28
[SOL] Light-1855422513:(SERVICE (NOMBRE light) (TIPO light)) at 13:10:29
[SOL] Light-886066010:Light: 54 at 13:10:34
[SOL] Light-886066010:Light: 54 at 13:10:41
[SOL] Light-886066010:Light: 54 at 13:10:47
[SOL] Light-886066010:Light: 54 at 13:10:53
[SOL] Light-372954352:Light-372954352 at 13:10:56
[SOL] Light1863236903:Light1863236903 at 13:10:57
[SOL] Light-194030790:Light-194030790 at 13:10:57
[SOL] Light-372954352:(SERVICE (NOMBRE light) (TIPO light)) at 13:10:58
[SOL] Light1863236903:(SERVICE (NOMBRE light) (TIPO light)) at 13:10:59
[SOL] Light-194030790:(SERVICE (NOMBRE light) (TIPO light)) at 13:11:0
[SOL] Light-886066010:Light: 54 at 13:11:0
[SOL] Light-886066010:Light: 54 at 13:11:6
[SOL] Light-886066010:Light: 54 at 13:11:12
[SOL] Light-886066010:Light: 54 at 13:11:19
[SOL] Light-886066010:Light: 54 at 13:11:25
[SOL] Light1708784029:Light1708784029 at 13:11:26
[SOL] Light-1493465743:Light-1493465743 at 13:11:26
[SOL] Light1708784029:(SERVICE (NOMBRE light) (TIPO light)) at 13:11:28
[SOL] Light-1493465743:(SERVICE (NOMBRE light) (TIPO light)) at 13:11:28
[SOL] Light-886066010:Light: 54 at 13:11:31
[SOL] Light-886066010:Light: 53 at 13:11:38
[SOL] Light-886066010:Light: 54 at 13:11:44
[SOL] Light-886066010:Light: 54 at 13:11:51
[SOL] Light-886066010:Light: 53 at 13:11:57
[SOL] Light2058597400:Light2058597400 at 13:11:57
[SOL] Light2058597400:(SERVICE (NOMBRE light) (TIPO light)) at 13:11:59
[SOL] Light-1373701566:Fill yourself at 13:12:15
[SOL] Light1708784029:Fill yourself at 13:12:16
[SOL] Light-1373701566:Light: 450 at 13:12:19
[SOL] Light803439218:Light803439218 at 13:12:48
[SOL] Light803439218:(SERVICE (NOMBRE light) (TIPO light)) at 13:12:51
[SOL] Light803439218:Fill yourself at 13:13:6
[SOL] Light803439218:Light: 53 at 13:13:11
[SOL] Light803439218:Light: 53 at 13:13:17
[SOL] Light803439218:Light: 54 at 13:13:24
[SOL] Light803439218:Light: 54 at 13:13:30
[SOL] Light803439218:Light: 54 at 13:13:36
[SOL] Light803439218:Light: 53 at 13:13:43
[SOL] Light1944832674:Light1944832674 at 13:13:48
[SOL] Light1066081510:Light1066081510 at 13:13:48
[SOL] Light803439218:Light: 53 at 13:13:49
[SOL] Light1944832674:(SERVICE (NOMBRE light) (TIPO light)) at 13:13:50
[SOL] Light1066081510:(SERVICE (NOMBRE light) (TIPO light)) at 13:13:50
[SOL] Light803439218:Light: 53 at 13:13:55
[SOL] Light803439218:Light: 53 at 13:14:2
[SOL] Light803439218:Light: 53 at 13:14:8
[SOL] Light803439218:Light: 53 at 13:14:14
[SOL] Light-446366416:Light-446366416 at 13:14:18
[SOL] Light2034109743:Light2034109743 at 13:14:18
[SOL] Light1939708345:Light1939708345 at 13:14:18
[SOL] Light-1228930354:Light-1228930354 at 13:14:19
[SOL] Light-446366416:(SERVICE (NOMBRE light) (TIPO light)) at 13:14:20
[SOL] Light1939708345:(SERVICE (NOMBRE light) (TIPO light)) at 13:14:20
[SOL] Light803439218:Light: 53 at 13:14:21
[SOL] Light-1228930354:(SERVICE (NOMBRE light) (TIPO light)) at 13:14:21
[SOL] Light803439218:Light: 53 at 13:14:27
[SOL] Light803439218:Light: 53 at 13:14:34
[SOL] Light803439218:Light: 53 at 13:14:40
[SOL] Light803439218:Light: 52 at 13:14:46
[SOL] Light1252946882:Light1252946882 at 13:14:48
[SOL] Light-554988199:Light-554988199 at 13:14:48
[SOL] Light1252946882:(SERVICE (NOMBRE light) (TIPO light)) at 13:14:50
[SOL] Light-554988199:(SERVICE (NOMBRE light) (TIPO light)) at 13:14:51
[SOL] Light803439218:Light: 52 at 13:14:53
[SOL] Light803439218:Light: 52 at 13:14:59
[SOL] Light803439218:Light: 52 at 13:15:5
[SOL] Light803439218:Light: 52 at 13:15:12
[SOL] Light803439218:Light: 52 at 13:15:18
[SOL] Light-1125909594:Light-1125909594 at 13:15:18
[SOL] Light-2094353224:Light-2094353224 at 13:15:19
[SOL] Light-2043704287:Light-2043704287 at 13:15:19
[SOL] Light-1125909594:(SERVICE (NOMBRE light) (TIPO light)) at 13:15:20
[SOL] Light-2094353224:(SERVICE (NOMBRE light) (TIPO light)) at 13:15:21
[SOL] Light-2043704287:(SERVICE (NOMBRE light) (TIPO light)) at 13:15:21
[SOL] Light803439218:Light: 52 at 13:15:24
[SOL] Light803439218:Light: 52 at 13:15:31
[SOL] Light803439218:Light: 52 at 13:15:37
[SOL] Light803439218:Light: 52 at 13:15:44
[SOL] Light1551420084:Light1551420084 at 13:15:48
[SOL] Light803439218:Light: 52 at 13:15:50
[SOL] Light1551420084:(SERVICE (NOMBRE light) (TIPO light)) at 13:15:50
[SOL] Light803439218:Light: 52 at 13:15:56
[SOL] Light803439218:Light: 52 at 13:16:3
[SOL] Light803439218:Light: 52 at 13:16:9
[SOL] Light803439218:Light: 52 at 13:16:15
[SOL] Light1517238728:Light1517238728 at 13:16:19
[SOL] Light1517238728:(SERVICE (NOMBRE light) (TIPO light)) at 13:16:21
[SOL] Light803439218:Light: 51 at 13:16:22
[SOL] Light803439218:Light: 51 at 13:16:28
[SOL] Light803439218:Light: 51 at 13:16:34
[SOL] Light803439218:Light: 51 at 13:16:41
[SOL] Light803439218:Light: 51 at 13:16:47
[SOL] Light809917008:Light809917008 at 13:16:50
[SOL] Light-1154241451:Light-1154241451 at 13:16:50
[SOL] Light-1964922708:Light-1964922708 at 13:16:50
[SOL] Light809917008:(SERVICE (NOMBRE light) (TIPO light)) at 13:16:52
[SOL] Light-1154241451:(SERVICE (NOMBRE light) (TIPO light)) at 13:16:52
[SOL] Light-1964922708:(SERVICE (NOMBRE light) (TIPO light)) at 13:16:52
[SOL] Light803439218:Light: 51 at 13:16:54
[SOL] Light803439218:Light: 51 at 13:17:0
[SOL] Light803439218:Light: 52 at 13:17:6
[SOL] Light803439218:Light: 51 at 13:17:13
[SOL] Light849607442:Light849607442 at 13:17:18
[SOL] Light426353003:Light426353003 at 13:17:19
[SOL] Light803439218:Light: 51 at 13:17:19
[SOL] Light849607442:(SERVICE (NOMBRE light) (TIPO light)) at 13:17:21
[SOL] Light426353003:(SERVICE (NOMBRE light) (TIPO light)) at 13:17:21
[SOL] Light803439218:Light: 51 at 13:17:25
[SOL] Light803439218:Light: 51 at 13:17:32
[SOL] Light-449507348:Light-449507348 at 13:17:49
[SOL] Light-1228930354:Fill yourself at 13:17:50
[SOL] Light-449507348:Fill yourself at 13:17:50
[SOL] Light-2043704287:Fill yourself at 13:17:51
[SOL] Light-1964922708:Fill yourself at 13:17:51
[SOL] Light-449507348:(SERVICE (NOMBRE light) (TIPO light)) at 13:17:52
[SOL] Light-1228930354:Light: 450 at 13:17:57
[SOL] Light225388195:Light225388195 at 13:18:32
[SOL] Light225388195:(SERVICE (NOMBRE light) (TIPO light)) at 13:18:35
[SOL] Light225388195:Fill yourself at 13:18:39
[SOL] Light225388195:Light: 48 at 13:18:44
[SOL] Light225388195:Light: 50 at 13:18:51
[SOL] Light225388195:Light: 50 at 13:18:57
[SOL] Light225388195:Light: 49 at 13:19:3
[SOL] Light225388195:Light: 50 at 13:19:10
[SOL] Light225388195:Light: 49 at 13:19:16
[SOL] Light225388195:Light: 48 at 13:19:22
[SOL] Light225388195:Light: 49 at 13:19:29
[SOL] Light225388195:Light: 50 at 13:19:35
[SOL] Light225388195:Light: 50 at 13:19:41
[SOL] Light225388195:Light: 48 at 13:19:48
[SOL] Light225388195:Light: 49 at 13:19:54
[SOL] Light225388195:Light: 49 at 13:20:0
[SOL] Light1210885014:Light1210885014 at 13:20:2
[SOL] Light2052330859:Light2052330859 at 13:20:2
[SOL] Light1210885014:(SERVICE (NOMBRE light) (TIPO light)) at 13:20:4
[SOL] Light2052330859:(SERVICE (NOMBRE light) (TIPO light)) at 13:20:4
[SOL] Light225388195:Light: 49 at 13:20:7
[SOL] Light225388195:Light: 49 at 13:20:13
[SOL] Light225388195:Light: 49 at 13:20:20
[SOL] Light225388195:Light: 49 at 13:20:26
[SOL] Light1430622609:Light1430622609 at 13:20:32
[SOL] Light225388195:Light: 49 at 13:20:32
[SOL] Light-1570803561:Light-1570803561 at 13:20:32
[SOL] Light1430622609:(SERVICE (NOMBRE light) (TIPO light)) at 13:20:34
[SOL] Light-1570803561:(SERVICE (NOMBRE light) (TIPO light)) at 13:20:34
[SOL] Light225388195:Light: 49 at 13:20:39
[SOL] Light225388195:Light: 49 at 13:20:45
[SOL] Light225388195:Light: 49 at 13:20:51
[SOL] Light225388195:Light: 49 at 13:20:58
[SOL] Light312019639:Light312019639 at 13:21:2
[SOL] Light225388195:Light: 48 at 13:21:4
[SOL] Light312019639:(SERVICE (NOMBRE light) (TIPO light)) at 13:21:5
[SOL] Light225388195:Light: 49 at 13:21:10
[SOL] Light225388195:Light: 48 at 13:21:17
[SOL] Light225388195:Light: 48 at 13:21:23
[SOL] Light225388195:Light: 48 at 13:21:29
[SOL] Light916506133:Light916506133 at 13:21:32
[SOL] Light-745624439:Light-745624439 at 13:21:32
[SOL] Light916506133:(SERVICE (NOMBRE light) (TIPO light)) at 13:21:34
[SOL] Light-745624439:(SERVICE (NOMBRE light) (TIPO light)) at 13:21:35
[SOL] Light225388195:Light: 48 at 13:21:36
[SOL] Light225388195:Light: 48 at 13:21:42
[SOL] Light225388195:Light: 48 at 13:21:49
[SOL] Light225388195:Light: 48 at 13:21:55
[SOL] Light225388195:Light: 48 at 13:22:1
[SOL] Light-36886317:Light-36886317 at 13:22:2
[SOL] Light-36886317:(SERVICE (NOMBRE light) (TIPO light)) at 13:22:5
[SOL] Light225388195:Light: 48 at 13:22:8
[SOL] Light225388195:Light: 48 at 13:22:14
[SOL] Light225388195:Light: 48 at 13:22:20
[SOL] Light225388195:Light: 46 at 13:22:27
[SOL] Light1417292671:Light1417292671 at 13:22:33
[SOL] Light225388195:Light: 48 at 13:22:33
[SOL] Light1417292671:(SERVICE (NOMBRE light) (TIPO light)) at 13:22:35
[SOL] Light225388195:Light: 47 at 13:22:39
[SOL] Light225388195:Light: 48 at 13:22:46
[SOL] Light225388195:Light: 41 at 13:22:52
[SOL] Light225388195:Light: 49 at 13:22:59
[SOL] Light-1734924420:Light-1734924420 at 13:23:3
[SOL] Light225388195:Light: 49 at 13:23:5
[SOL] Light-1734924420:(SERVICE (NOMBRE light) (TIPO light)) at 13:23:5
[SOL] Light225388195:Light: 48 at 13:23:11
[SOL] Light225388195:Light: 48 at 13:23:18
[SOL] Light225388195:Light: 48 at 13:23:24
[SOL] Light225388195:Light: 48 at 13:23:30
[SOL] Light795415855:Light795415855 at 13:23:32
[SOL] Light-1920911380:Light-1920911380 at 13:23:32
[SOL] Light-1262205939:Light-1262205939 at 13:23:33
[SOL] Light795415855:(SERVICE (NOMBRE light) (TIPO light)) at 13:23:34
[SOL] Light-1920911380:(SERVICE (NOMBRE light) (TIPO light)) at 13:23:34
[SOL] Light-1262205939:(SERVICE (NOMBRE light) (TIPO light)) at 13:23:35
[SOL] Light225388195:Light: 48 at 13:23:37
[SOL] Light225388195:Light: 48 at 13:23:43
[SOL] Light225388195:Light: 48 at 13:23:49
[SOL] Light225388195:Light: 48 at 13:23:56
[SOL] Light225388195:Light: 48 at 13:24:2
[SOL] Light225388195:Light: 49 at 13:24:9
[SOL] Light225388195:Light: 48 at 13:24:15
[SOL] Light1916128104:Light1916128104 at 13:24:33
[SOL] Light312019639:Fill yourself at 13:24:33
[SOL] Light-1734924420:Fill yourself at 13:24:34
[SOL] Light1916128104:(SERVICE (NOMBRE light) (TIPO light)) at 13:24:35
[SOL] Light312019639:Light: 450 at 13:24:40
[SOL] Light312019639:Light: 450 at 13:24:46
[SOL] Light312019639:Light: 450 at 13:24:52
[SOL] Light-1443237136:Light-1443237136 at 13:25:21
[SOL] Light-1443237136:(SERVICE (NOMBRE light) (TIPO light)) at 13:25:23
[SOL] Light-1443237136:Fill yourself at 13:25:28
[SOL] Light-1443237136:Light: 49 at 13:25:32
[SOL] Light-1443237136:Light: 48 at 13:25:39
[SOL] Light-1443237136:Light: 47 at 13:25:45
[SOL] Light-1664806530:Light-1664806530 at 13:25:50
[SOL] Light-1443237136:Light: 47 at 13:25:51
[SOL] Light-1664806530:(SERVICE (NOMBRE light) (TIPO light)) at 13:25:53
[SOL] Light-1443237136:Light: 47 at 13:25:58
[SOL] Light-1443237136:Light: 48 at 13:26:4
[SOL] Light-1443237136:Light: 48 at 13:26:11
[SOL] Light-1443237136:Light: 48 at 13:26:17
[SOL] Light155825789:Light155825789 at 13:26:20
[SOL] Light1831822122:Light1831822122 at 13:26:21
[SOL] Light-157375140:Light-157375140 at 13:26:21
[SOL] Light1638263301:Light1638263301 at 13:26:21
[SOL] Light1831822122:(SERVICE (NOMBRE light) (TIPO light)) at 13:26:23
[SOL] Light-157375140:(SERVICE (NOMBRE light) (TIPO light)) at 13:26:23
[SOL] Light1638263301:(SERVICE (NOMBRE light) (TIPO light)) at 13:26:23
[SOL] Light-1443237136:Light: 48 at 13:26:23
[SOL] Light-1443237136:Light: 48 at 13:26:30
[SOL] Light-1443237136:Light: 48 at 13:26:36
[SOL] Light-1443237136:Light: 48 at 13:26:42
[SOL] Light-1443237136:Light: 47 at 13:26:49
[SOL] Light460562242:Light460562242 at 13:26:50
[SOL] Light460562242:(SERVICE (NOMBRE light) (TIPO light)) at 13:26:52
[SOL] Light-1443237136:Light: 47 at 13:26:55
[SOL] Light-1443237136:Light: 47 at 13:27:1
[SOL] Light-1443237136:Light: 47 at 13:27:8
[SOL] Light-1443237136:Light: 47 at 13:27:14
[SOL] Light1612546421:Light1612546421 at 13:27:20
[SOL] Light1612546421:(SERVICE (NOMBRE light) (TIPO light)) at 13:27:23
[SOL] Light-1443237136:Light: 47 at 13:27:27
[SOL] Light-1443237136:Light: 47 at 13:27:33
[SOL] Light-1443237136:Light: 46 at 13:27:40
[SOL] Light-1443237136:Light: 47 at 13:27:46
[SOL] Light-1740278088:Light-1740278088 at 13:27:51
[SOL] Light-1443237136:Light: 47 at 13:27:52
[SOL] Light-1740278088:(SERVICE (NOMBRE light) (TIPO light)) at 13:27:53
[SOL] Light-1443237136:Light: 47 at 13:27:59
[SOL] Light-1443237136:Light: 47 at 13:28:5
[SOL] Light-1443237136:Light: 47 at 13:28:11
[SOL] Light-1443237136:Light: 44 at 13:28:18
[SOL] Light1521500494:Light1521500494 at 13:28:21
[SOL] Light-1953398330:Light-1953398330 at 13:28:21
[SOL] Light1521500494:(SERVICE (NOMBRE light) (TIPO light)) at 13:28:23
[SOL] Light-1953398330:(SERVICE (NOMBRE light) (TIPO light)) at 13:28:24
[SOL] Light-1443237136:Light: 47 at 13:28:24
[SOL] Light-1443237136:Light: 47 at 13:28:30
[SOL] Light-1443237136:Light: 47 at 13:28:37
[SOL] Light-1443237136:Light: 47 at 13:28:43
[SOL] Light-1443237136:Light: 47 at 13:28:50
[SOL] Light-1900056151:Light-1900056151 at 13:28:51
[SOL] Light1289127482:Light1289127482 at 13:28:51
[SOL] Light-1900056151:(SERVICE (NOMBRE light) (TIPO light)) at 13:28:53
[SOL] Light1289127482:(SERVICE (NOMBRE light) (TIPO light)) at 13:28:53
[SOL] Light-1443237136:Light: 47 at 13:28:56
[SOL] Light-1443237136:Light: 47 at 13:29:2
[SOL] Light-1443237136:Light: 47 at 13:29:9
[SOL] Light-1443237136:Light: 47 at 13:29:15
[SOL] Light-1443237136:Light: 46 at 13:29:21
[SOL] Light-1443237136:Light: 47 at 13:29:28
[SOL] Light-1443237136:Light: 46 at 13:29:34
[SOL] Light-1443237136:Light: 46 at 13:29:40
[SOL] Light-1443237136:Light: 46 at 13:29:47
[SOL] Light-650114243:Light-650114243 at 13:29:51
[SOL] Light-650114243:(SERVICE (NOMBRE light) (TIPO light)) at 13:29:53
[SOL] Light460562242:Fill yourself at 13:30:6
[SOL] Light-1900056151:Fill yourself at 13:30:6
[SOL] Light460562242:Light: 450 at 13:30:12
[SOL] Light460562242:Light: 450 at 13:30:18
[SOL] Light1058216846:Light1058216846 at 13:30:21
[SOL] Light1058216846:(SERVICE (NOMBRE light) (TIPO light)) at 13:30:23
[SOL] Light460562242:Light: 450 at 13:30:25
[SOL] Light-1308884270:Light-1308884270 at 13:31:35
[SOL] Light-1308884270:(SERVICE (NOMBRE light) (TIPO light)) at 13:31:37
[SOL] Light-1308884270:Fill yourself at 13:32:3
[SOL] Light-1308884270:Light: 45 at 13:32:8
[SOL] Light-1308884270:Light: 46 at 13:32:14
[SOL] Light-1308884270:Light: 46 at 13:32:20
[SOL] Light-1308884270:Light: 46 at 13:32:27
[SOL] Light-1308884270:Light: 46 at 13:32:33
[SOL] Light-1308884270:Light: 45 at 13:32:39
[SOL] Light-1308884270:Light: 45 at 13:32:46
[SOL] Light-1308884270:Light: 44 at 13:32:52
[SOL] Light-1308884270:Light: 45 at 13:32:59
[SOL] Light-1308884270:Light: 44 at 13:33:5
[SOL] Light887802087:Light887802087 at 13:33:5
[SOL] Light1301422479:Light1301422479 at 13:33:5
[SOL] Light1791992650:Light1791992650 at 13:33:5
[SOL] Light887802087:(SERVICE (NOMBRE light) (TIPO light)) at 13:33:7
[SOL] Light1301422479:(SERVICE (NOMBRE light) (TIPO light)) at 13:33:7
[SOL] Light-1308884270:Light: 45 at 13:33:11
[SOL] Light-1308884270:Light: 45 at 13:33:18
[SOL] Light-1308884270:Light: 42 at 13:33:24
[SOL] Light-1308884270:Light: 36 at 13:33:30
[SOL] Light727392444:Light727392444 at 13:33:35
[SOL] Light1724676917:Light1724676917 at 13:33:35
[SOL] Light-1308884270:Light: 37 at 13:33:37
[SOL] Light727392444:(SERVICE (NOMBRE light) (TIPO light)) at 13:33:37
[SOL] Light1724676917:(SERVICE (NOMBRE light) (TIPO light)) at 13:33:37
[SOL] Light-1308884270:Light: 37 at 13:33:43
[SOL] Light-1308884270:Light: 38 at 13:33:49
[SOL] Light-1308884270:Light: 38 at 13:33:56
[SOL] Light-1308884270:Light: 38 at 13:34:2
[SOL] Light-1161093076:Light-1161093076 at 13:34:5
[SOL] Light-1161093076:(SERVICE (NOMBRE light) (TIPO light)) at 13:34:7
[SOL] Light-1308884270:Light: 39 at 13:34:8
[SOL] Light-1308884270:Light: 39 at 13:34:15
[SOL] Light-1308884270:Light: 40 at 13:34:21
[SOL] Light-1308884270:Light: 39 at 13:34:28
[SOL] Light-1308884270:Light: 39 at 13:34:34
[SOL] Light-1308884270:Light: 39 at 13:34:40
[SOL] Light-1308884270:Light: 37 at 13:34:47
[SOL] Light-1308884270:Light: 39 at 13:34:53
[SOL] Light-1308884270:Light: 38 at 13:35:0
[SOL] Light-1308884270:Light: 38 at 13:35:6
[SOL] Light-191266981:Light-191266981 at 13:35:6
[SOL] Light1768815771:Light1768815771 at 13:35:6
[SOL] Light23994833:Light23994833 at 13:35:7
[SOL] Light-1315518591:Light-1315518591 at 13:35:7
[SOL] Light-1827032125:Light-1827032125 at 13:35:7
[SOL] Light1604897416:Light1604897416 at 13:35:7
[SOL] Light-1403438910:Light-1403438910 at 13:35:7
[SOL] Light1768815771:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:9
[SOL] Light173677480:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:9
[SOL] Light-745102894:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:9
[SOL] Light-1403438910:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:10
[SOL] Light-1308884270:Light: 38 at 13:35:12
[SOL] Light-1308884270:Light: 39 at 13:35:18
[SOL] Light-1308884270:Light: 39 at 13:35:25
[SOL] Light-1308884270:Light: 38 at 13:35:31
[SOL] Light-1308884270:Light: 39 at 13:35:38
[SOL] Light-2115380906:Light-2115380906 at 13:35:38
[SOL] Light-2143867649:Light-2143867649 at 13:35:38
[SOL] Light-643685715:Light-643685715 at 13:35:39
[SOL] Light-2115380906:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:40
[SOL] Light-191266981:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:40
[SOL] Light-643685715:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:41
[SOL] Light-911486273:Light-911486273 at 13:35:43
[SOL] Light-2143867649:(SERVICE (NOMBRE light) (TIPO light)) at 13:35:46
[SOL] Light-1308884270:Light: 39 at 13:35:50
[SOL] Light-1308884270:Light: 38 at 13:35:57
[SOL] Light1332015211:Light1332015211 at 13:36:5
[SOL] Light-2089709999:Light-2089709999 at 13:36:7
[SOL] Light-911486273:(SERVICE (NOMBRE light) (TIPO light)) at 13:36:8
[SOL] Light-2089709999:(SERVICE (NOMBRE light) (TIPO light)) at 13:36:9
[SOL] Light-2089709999:Fill yourself at 13:36:15
[SOL] Light-1161093076:Fill yourself at 13:36:15
[SOL] Light-2115380906:Fill yourself at 13:36:16
[SOL] Light-2089709999:Light: 29 at 13:36:18
[SOL] Light1722043327:Light1722043327 at 13:36:36
[SOL] Light-1161093076:Fill yourself at 13:36:37
[SOL] Light1722043327:Fill yourself at 13:36:37
[SOL] Light-2115380906:Fill yourself at 13:36:38
[SOL] Light1722043327:(SERVICE (NOMBRE light) (TIPO light)) at 13:36:38
